time	V(rs)	V(vout)
5.309621489188334e-07	0.000000e+00	2.548810e-03
5.319387114188334e-07	0.000000e+00	2.512027e-03
5.329152739188334e-07	0.000000e+00	2.478226e-03
5.338918364188335e-07	0.000000e+00	2.447167e-03
5.348683989188335e-07	0.000000e+00	2.418629e-03
5.358449614188335e-07	0.000000e+00	2.392410e-03
5.368215239188335e-07	0.000000e+00	2.368322e-03
5.377980864188335e-07	0.000000e+00	2.346191e-03
5.387746489188336e-07	0.000000e+00	2.325861e-03
5.397512114188336e-07	0.000000e+00	2.307185e-03
5.407277739188336e-07	0.000000e+00	2.290029e-03
5.417043364188336e-07	0.000000e+00	2.274270e-03
5.426808989188337e-07	0.000000e+00	2.259793e-03
5.436574614188337e-07	0.000000e+00	2.246497e-03
5.446340239188337e-07	0.000000e+00	2.234283e-03
5.456105864188337e-07	0.000000e+00	2.223064e-03
5.465871489188338e-07	0.000000e+00	2.212759e-03
5.475637114188338e-07	0.000000e+00	2.203294e-03
5.485402739188338e-07	0.000000e+00	2.194600e-03
5.495168364188338e-07	0.000000e+00	2.186615e-03
5.504933989188339e-07	0.000000e+00	2.179281e-03
5.514699614188339e-07	0.000000e+00	2.172544e-03
5.524465239188339e-07	0.000000e+00	2.166356e-03
5.534230864188339e-07	0.000000e+00	2.160672e-03
5.543996489188340e-07	0.000000e+00	2.155451e-03
5.553762114188340e-07	0.000000e+00	2.150656e-03
5.563527739188340e-07	0.000000e+00	2.146251e-03
5.573293364188340e-07	0.000000e+00	2.142204e-03
5.583058989188340e-07	0.000000e+00	2.138487e-03
5.592824614188341e-07	0.000000e+00	2.135073e-03
5.602590239188341e-07	0.000000e+00	2.131936e-03
5.612355864188341e-07	0.000000e+00	2.129054e-03
5.622121489188341e-07	0.000000e+00	2.126406e-03
5.631887114188342e-07	0.000000e+00	2.123974e-03
5.641652739188342e-07	0.000000e+00	2.121739e-03
5.651418364188342e-07	0.000000e+00	2.119685e-03
5.661183989188342e-07	0.000000e+00	2.117798e-03
5.670949614188343e-07	0.000000e+00	2.116064e-03
5.680715239188343e-07	0.000000e+00	2.114470e-03
5.690480864188343e-07	0.000000e+00	2.113006e-03
5.700246489188343e-07	0.000000e+00	2.111659e-03
5.710012114188344e-07	0.000000e+00	2.110422e-03
5.719777739188344e-07	0.000000e+00	2.109284e-03
5.729543364188344e-07	0.000000e+00	2.108238e-03
5.739308989188344e-07	0.000000e+00	2.107276e-03
5.749074614188345e-07	0.000000e+00	2.106391e-03
5.758840239188345e-07	0.000000e+00	2.105578e-03
5.768605864188345e-07	0.000000e+00	2.104829e-03
5.778371489188345e-07	0.000000e+00	2.104140e-03
5.788137114188345e-07	0.000000e+00	2.103507e-03
5.797902739188346e-07	0.000000e+00	2.102924e-03
5.807668364188346e-07	0.000000e+00	2.102387e-03
5.817433989188346e-07	0.000000e+00	2.101892e-03
5.827199614188346e-07	0.000000e+00	2.101437e-03
5.836965239188347e-07	0.000000e+00	2.101018e-03
5.846730864188347e-07	0.000000e+00	2.100631e-03
5.856496489188347e-07	0.000000e+00	2.100275e-03
5.866262114188347e-07	0.000000e+00	2.099946e-03
5.876027739188348e-07	0.000000e+00	2.099643e-03
5.885793364188348e-07	0.000000e+00	2.099364e-03
5.895558989188348e-07	0.000000e+00	2.099105e-03
5.905324614188348e-07	0.000000e+00	2.098867e-03
5.915090239188349e-07	0.000000e+00	2.098647e-03
5.924855864188349e-07	0.000000e+00	2.098443e-03
5.934621489188349e-07	0.000000e+00	2.098255e-03
5.944387114188349e-07	0.000000e+00	2.098080e-03
5.954152739188350e-07	0.000000e+00	2.097919e-03
5.963918364188350e-07	0.000000e+00	2.097770e-03
5.973683989188350e-07	0.000000e+00	2.097631e-03
5.983449614188350e-07	0.000000e+00	2.097502e-03
5.993215239188350e-07	0.000000e+00	2.097385e-03
6.000000000000000e-07	0.000000e+00	2.098596e-03
6.000010000000000e-07	1.600000e-01	2.917891e-03
6.000029999999999e-07	4.800000e-01	6.444331e-03
6.000049732204452e-07	7.957153e-01	1.358973e-02
6.000069289309830e-07	1.108629e+00	2.443403e-02
6.000086244139588e-07	1.379906e+00	3.534663e-02
6.000099999999999e-07	1.600000e+00	4.431890e-02
6.000101375586040e-07	1.600000e+00	4.511005e-02
6.000104126758123e-07	1.600000e+00	4.660860e-02
6.000109629102287e-07	1.600000e+00	4.941833e-02
6.000120633790616e-07	1.600000e+00	5.479724e-02
6.000134026497719e-07	1.600000e+00	6.116712e-02
6.000160811911923e-07	1.600000e+00	7.356116e-02
6.000214382740333e-07	1.600000e+00	9.725122e-02
6.000321524397152e-07	1.600000e+00	1.406489e-01
6.000535807710789e-07	1.600000e+00	2.142212e-01
6.000964374338064e-07	1.600000e+00	3.271578e-01
6.001568507431009e-07	1.600000e+00	4.376917e-01
6.002291608607352e-07	1.600000e+00	5.217399e-01
6.003189344216199e-07	1.600000e+00	5.853017e-01
6.004354787198511e-07	1.600000e+00	6.349019e-01
6.005983751969336e-07	1.600000e+00	6.754083e-01
6.008292904491935e-07	1.600000e+00	7.071646e-01
6.011655608826950e-07	1.600000e+00	7.304695e-01
6.016538299511996e-07	1.600000e+00	7.453875e-01
6.023823457117258e-07	1.600000e+00	7.535285e-01
6.033589082117259e-07	1.600000e+00	7.567748e-01
6.043354707117259e-07	1.600000e+00	7.575961e-01
6.053120332117259e-07	1.600000e+00	7.578644e-01
6.062885957117259e-07	1.600000e+00	7.580498e-01
6.072651582117260e-07	1.600000e+00	7.582077e-01
6.082417207117260e-07	1.600000e+00	7.583472e-01
6.092182832117260e-07	1.600000e+00	7.584736e-01
6.101948457117260e-07	1.600000e+00	7.585892e-01
6.111714082117261e-07	1.600000e+00	7.586949e-01
6.121479707117261e-07	1.600000e+00	7.587919e-01
6.131245332117261e-07	1.600000e+00	7.588809e-01
6.141010957117261e-07	1.600000e+00	7.589628e-01
6.150776582117262e-07	1.600000e+00	7.590383e-01
6.160542207117262e-07	1.600000e+00	7.591078e-01
6.170307832117262e-07	1.600000e+00	7.591721e-01
6.180073457117262e-07	1.600000e+00	7.592314e-01
6.189839082117263e-07	1.600000e+00	7.592865e-01
6.199604707117263e-07	1.600000e+00	7.593374e-01
6.209370332117263e-07	1.600000e+00	7.593847e-01
6.219135957117263e-07	1.600000e+00	7.594286e-01
6.228901582117263e-07	1.600000e+00	7.594694e-01
6.238667207117264e-07	1.600000e+00	7.595073e-01
6.248432832117264e-07	1.600000e+00	7.595426e-01
6.258198457117264e-07	1.600000e+00	7.595755e-01
6.267964082117264e-07	1.600000e+00	7.596061e-01
6.277729707117265e-07	1.600000e+00	7.596347e-01
6.287495332117265e-07	1.600000e+00	7.596614e-01
6.297260957117265e-07	1.600000e+00	7.596863e-01
6.307026582117265e-07	1.600000e+00	7.597095e-01
6.316792207117266e-07	1.600000e+00	7.597313e-01
6.326557832117266e-07	1.600000e+00	7.597516e-01
6.336323457117266e-07	1.600000e+00	7.597705e-01
6.346089082117266e-07	1.600000e+00	7.597883e-01
6.355854707117267e-07	1.600000e+00	7.598048e-01
6.365620332117267e-07	1.600000e+00	7.598203e-01
6.375385957117267e-07	1.600000e+00	7.598348e-01
6.385151582117267e-07	1.600000e+00	7.598483e-01
6.394917207117267e-07	1.600000e+00	7.598610e-01
6.404682832117268e-07	1.600000e+00	7.598728e-01
6.414448457117268e-07	1.600000e+00	7.598838e-01
6.424214082117268e-07	1.600000e+00	7.598941e-01
6.433979707117268e-07	1.600000e+00	7.599037e-01
6.443745332117269e-07	1.600000e+00	7.599126e-01
6.453510957117269e-07	1.600000e+00	7.599210e-01
6.463276582117269e-07	1.600000e+00	7.599287e-01
6.473042207117269e-07	1.600000e+00	7.599359e-01
6.482807832117270e-07	1.600000e+00	7.599425e-01
6.492573457117270e-07	1.600000e+00	7.599487e-01
6.502339082117270e-07	1.600000e+00	7.599545e-01
6.512104707117270e-07	1.600000e+00	7.599597e-01
6.521870332117271e-07	1.600000e+00	7.599646e-01
6.531635957117271e-07	1.600000e+00	7.599691e-01
6.541401582117271e-07	1.600000e+00	7.599732e-01
6.551167207117271e-07	1.600000e+00	7.599769e-01
6.560932832117272e-07	1.600000e+00	7.599803e-01
6.570698457117272e-07	1.600000e+00	7.599834e-01
6.580464082117272e-07	1.600000e+00	7.599862e-01
6.590229707117272e-07	1.600000e+00	7.599886e-01
6.599995332117272e-07	1.600000e+00	7.599908e-01
6.609760957117273e-07	1.600000e+00	7.599927e-01
6.619526582117273e-07	1.600000e+00	7.599944e-01
6.629292207117273e-07	1.600000e+00	7.599958e-01
6.639057832117273e-07	1.600000e+00	7.599970e-01
6.648823457117274e-07	1.600000e+00	7.599980e-01
6.658589082117274e-07	1.600000e+00	7.599988e-01
6.668354707117274e-07	1.600000e+00	7.599993e-01
6.678120332117274e-07	1.600000e+00	7.599997e-01
6.687885957117275e-07	1.600000e+00	7.599999e-01
6.697651582117275e-07	1.600000e+00	7.599999e-01
6.707417207117275e-07	1.600000e+00	7.599997e-01
6.717182832117275e-07	1.600000e+00	7.599994e-01
6.726948457117276e-07	1.600000e+00	7.599989e-01
6.736714082117276e-07	1.600000e+00	7.599983e-01
6.746479707117276e-07	1.600000e+00	7.599975e-01
6.756245332117276e-07	1.600000e+00	7.599966e-01
6.766010957117277e-07	1.600000e+00	7.599955e-01
6.775776582117277e-07	1.600000e+00	7.599944e-01
6.785542207117277e-07	1.600000e+00	7.599931e-01
6.795307832117277e-07	1.600000e+00	7.599916e-01
6.805073457117277e-07	1.600000e+00	7.599901e-01
6.814839082117278e-07	1.600000e+00	7.599884e-01
6.824604707117278e-07	1.600000e+00	7.599867e-01
6.834370332117278e-07	1.600000e+00	7.599849e-01
6.844135957117278e-07	1.600000e+00	7.599829e-01
6.853901582117279e-07	1.600000e+00	7.599808e-01
6.863667207117279e-07	1.600000e+00	7.599787e-01
6.873432832117279e-07	1.600000e+00	7.599764e-01
6.883198457117279e-07	1.600000e+00	7.599741e-01
6.892964082117280e-07	1.600000e+00	7.599717e-01
6.902729707117280e-07	1.600000e+00	7.599692e-01
6.912495332117280e-07	1.600000e+00	7.599667e-01
6.922260957117280e-07	1.600000e+00	7.599640e-01
6.932026582117281e-07	1.600000e+00	7.599614e-01
6.941792207117281e-07	1.600000e+00	7.599586e-01
6.951557832117281e-07	1.600000e+00	7.599558e-01
6.961323457117281e-07	1.600000e+00	7.599528e-01
6.971089082117281e-07	1.600000e+00	7.599499e-01
6.980854707117282e-07	1.600000e+00	7.599469e-01
6.990620332117282e-07	1.600000e+00	7.599438e-01
7.000099999999999e-07	1.600000e+00	7.599400e-01
7.000110000000000e-07	1.600000e+00	7.599398e-01
7.000129999999999e-07	1.600000e+00	7.599379e-01
7.000169999999999e-07	1.600000e+00	7.599319e-01
7.000199999999999e-07	1.600000e+00	7.599266e-01
7.000202999999999e-07	1.600000e+00	7.599260e-01
7.000208999999999e-07	1.600000e+00	7.599249e-01
7.000220999999999e-07	1.600000e+00	7.599227e-01
7.000244999999999e-07	1.600000e+00	7.599186e-01
7.000292999999998e-07	1.600000e+00	7.599105e-01
7.000388999999997e-07	1.600000e+00	7.598943e-01
7.000580999999996e-07	1.600000e+00	7.598619e-01
7.000964999999993e-07	1.600000e+00	7.597977e-01
7.001732999999987e-07	1.600000e+00	7.596706e-01
7.003268999999975e-07	1.600000e+00	7.594207e-01
7.006340999999952e-07	1.600000e+00	7.589332e-01
7.012484999999905e-07	1.600000e+00	7.579851e-01
7.022250624999905e-07	1.600000e+00	7.565111e-01
7.032016249999905e-07	1.600000e+00	7.550579e-01
7.041781874999906e-07	1.600000e+00	7.536173e-01
7.051547499999906e-07	1.600000e+00	7.521856e-01
7.061313124999906e-07	1.600000e+00	7.507620e-01
7.071078749999906e-07	1.600000e+00	7.493464e-01
7.080844374999907e-07	1.600000e+00	7.479385e-01
7.090609999999907e-07	1.600000e+00	7.465381e-01
7.100375624999907e-07	1.600000e+00	7.451452e-01
7.110141249999907e-07	1.600000e+00	7.437595e-01
7.119906874999908e-07	1.600000e+00	7.423809e-01
7.129672499999908e-07	1.600000e+00	7.410092e-01
7.139438124999908e-07	1.600000e+00	7.396443e-01
7.149203749999908e-07	1.600000e+00	7.382860e-01
7.158969374999908e-07	1.600000e+00	7.369342e-01
7.168734999999909e-07	1.600000e+00	7.355888e-01
7.178500624999909e-07	1.600000e+00	7.342496e-01
7.188266249999909e-07	1.600000e+00	7.329165e-01
7.198031874999909e-07	1.600000e+00	7.315894e-01
7.207797499999910e-07	1.600000e+00	7.302681e-01
7.217563124999910e-07	1.600000e+00	7.289526e-01
7.227328749999910e-07	1.600000e+00	7.276427e-01
7.237094374999910e-07	1.600000e+00	7.263383e-01
7.246859999999911e-07	1.600000e+00	7.250392e-01
7.256625624999911e-07	1.600000e+00	7.237455e-01
7.266391249999911e-07	1.600000e+00	7.224568e-01
7.276156874999911e-07	1.600000e+00	7.211733e-01
7.285922499999912e-07	1.600000e+00	7.198948e-01
7.295688124999912e-07	1.600000e+00	7.186211e-01
7.305453749999912e-07	1.600000e+00	7.173523e-01
7.315219374999912e-07	1.600000e+00	7.160881e-01
7.324984999999913e-07	1.600000e+00	7.148285e-01
7.334750624999913e-07	1.600000e+00	7.135735e-01
7.344516249999913e-07	1.600000e+00	7.123228e-01
7.354281874999913e-07	1.600000e+00	7.110765e-01
7.364047499999913e-07	1.600000e+00	7.098345e-01
7.373813124999914e-07	1.600000e+00	7.085966e-01
7.383578749999914e-07	1.600000e+00	7.073628e-01
7.393344374999914e-07	1.600000e+00	7.061331e-01
7.403109999999914e-07	1.600000e+00	7.049074e-01
7.412875624999915e-07	1.600000e+00	7.036855e-01
7.422641249999915e-07	1.600000e+00	7.024674e-01
7.432406874999915e-07	1.600000e+00	7.012531e-01
7.442172499999915e-07	1.600000e+00	7.000425e-01
7.451938124999916e-07	1.600000e+00	6.988355e-01
7.461703749999916e-07	1.600000e+00	6.976320e-01
7.471469374999916e-07	1.600000e+00	6.964320e-01
7.481234999999916e-07	1.600000e+00	6.952354e-01
7.491000624999917e-07	1.600000e+00	6.940423e-01
7.500766249999917e-07	1.600000e+00	6.928524e-01
7.510531874999917e-07	1.600000e+00	6.916658e-01
7.520297499999917e-07	1.600000e+00	6.904823e-01
7.530063124999917e-07	1.600000e+00	6.893020e-01
7.539828749999918e-07	1.600000e+00	6.881249e-01
7.549594374999918e-07	1.600000e+00	6.869507e-01
7.559359999999918e-07	1.600000e+00	6.857796e-01
7.569125624999918e-07	1.600000e+00	6.846114e-01
7.578891249999919e-07	1.600000e+00	6.834460e-01
7.588656874999919e-07	1.600000e+00	6.822836e-01
7.598422499999919e-07	1.600000e+00	6.811239e-01
7.608188124999919e-07	1.600000e+00	6.799670e-01
7.617953749999920e-07	1.600000e+00	6.788129e-01
7.627719374999920e-07	1.600000e+00	6.776614e-01
7.637484999999920e-07	1.600000e+00	6.765125e-01
7.647250624999920e-07	1.600000e+00	6.753662e-01
7.657016249999921e-07	1.600000e+00	6.742225e-01
7.666781874999921e-07	1.600000e+00	6.730813e-01
7.676547499999921e-07	1.600000e+00	6.719427e-01
7.686313124999921e-07	1.600000e+00	6.708064e-01
7.696078749999922e-07	1.600000e+00	6.696725e-01
7.705844374999922e-07	1.600000e+00	6.685411e-01
7.715609999999922e-07	1.600000e+00	6.674120e-01
7.725375624999922e-07	1.600000e+00	6.662853e-01
7.735141249999922e-07	1.600000e+00	6.651608e-01
7.744906874999923e-07	1.600000e+00	6.640385e-01
7.754672499999923e-07	1.600000e+00	6.629186e-01
7.764438124999923e-07	1.600000e+00	6.618008e-01
7.774203749999923e-07	1.600000e+00	6.606852e-01
7.783969374999924e-07	1.600000e+00	6.595718e-01
7.793734999999924e-07	1.600000e+00	6.584604e-01
7.803500624999924e-07	1.600000e+00	6.573513e-01
7.813266249999924e-07	1.600000e+00	6.562442e-01
7.823031874999925e-07	1.600000e+00	6.551391e-01
7.832797499999925e-07	1.600000e+00	6.540361e-01
7.842563124999925e-07	1.600000e+00	6.529351e-01
7.852328749999925e-07	1.600000e+00	6.518362e-01
7.862094374999926e-07	1.600000e+00	6.507393e-01
7.871859999999926e-07	1.600000e+00	6.496443e-01
7.881625624999926e-07	1.600000e+00	6.485513e-01
7.891391249999926e-07	1.600000e+00	6.474602e-01
7.901156874999927e-07	1.600000e+00	6.463712e-01
7.910922499999927e-07	1.600000e+00	6.452841e-01
7.920688124999927e-07	1.600000e+00	6.441988e-01
7.930453749999927e-07	1.600000e+00	6.431155e-01
7.940219374999927e-07	1.600000e+00	6.420341e-01
7.949984999999928e-07	1.600000e+00	6.409547e-01
7.959750624999928e-07	1.600000e+00	6.398771e-01
7.969516249999928e-07	1.600000e+00	6.388015e-01
7.979281874999928e-07	1.600000e+00	6.377277e-01
7.989047499999929e-07	1.600000e+00	6.366559e-01
7.998813124999929e-07	1.600000e+00	6.355857e-01
8.000099999999999e-07	1.600000e+00	6.354448e-01
8.000109999999999e-07	1.600000e+00	6.354420e-01
8.000129999999999e-07	1.600000e+00	6.354370e-01
8.000151235918974e-07	1.600000e+00	6.354318e-01
8.000176246643461e-07	1.600000e+00	6.354258e-01
8.000199999999999e-07	1.600000e+00	6.354199e-01
8.000202375335652e-07	1.600000e+00	6.354194e-01
8.000207126006960e-07	1.600000e+00	6.354182e-01
8.000216627349576e-07	1.600000e+00	6.354160e-01
8.000232070643155e-07	1.600000e+00	6.354124e-01
8.000262957230313e-07	1.600000e+00	6.354054e-01
8.000324730404630e-07	1.600000e+00	6.353915e-01
8.000448276753263e-07	1.600000e+00	6.353641e-01
8.000695369450530e-07	1.600000e+00	6.353105e-01
8.001189554845064e-07	1.600000e+00	6.352083e-01
8.002177925634130e-07	1.600000e+00	6.350218e-01
8.004154667212264e-07	1.600000e+00	6.347091e-01
8.008108150368532e-07	1.600000e+00	6.342593e-01
8.016015116681067e-07	1.600000e+00	6.337271e-01
8.025780741681067e-07	1.600000e+00	6.334131e-01
8.035546366681068e-07	1.600000e+00	6.332957e-01
8.045311991681068e-07	1.600000e+00	6.332550e-01
8.055077616681068e-07	1.600000e+00	6.332380e-01
8.064843241681068e-07	1.600000e+00	6.332281e-01
8.074608866681069e-07	1.600000e+00	6.332204e-01
8.084374491681069e-07	1.600000e+00	6.332134e-01
8.094140116681069e-07	1.600000e+00	6.332066e-01
8.103905741681069e-07	1.600000e+00	6.331999e-01
8.113671366681070e-07	1.600000e+00	6.331932e-01
8.123436991681070e-07	1.600000e+00	6.331865e-01
8.133202616681070e-07	1.600000e+00	6.331798e-01
8.142968241681070e-07	1.600000e+00	6.331731e-01
8.152733866681071e-07	1.600000e+00	6.331664e-01
8.162499491681071e-07	1.600000e+00	6.331598e-01
8.172265116681071e-07	1.600000e+00	6.331531e-01
8.182030741681071e-07	1.600000e+00	6.331464e-01
8.191796366681071e-07	1.600000e+00	6.331397e-01
8.201561991681072e-07	1.600000e+00	6.331330e-01
8.211327616681072e-07	1.600000e+00	6.331263e-01
8.221093241681072e-07	1.600000e+00	6.331196e-01
8.230858866681072e-07	1.600000e+00	6.331130e-01
8.240624491681073e-07	1.600000e+00	6.331063e-01
8.250390116681073e-07	1.600000e+00	6.330996e-01
8.260155741681073e-07	1.600000e+00	6.330929e-01
8.269921366681073e-07	1.600000e+00	6.330863e-01
8.279686991681074e-07	1.600000e+00	6.330796e-01
8.289452616681074e-07	1.600000e+00	6.330729e-01
8.299218241681074e-07	1.600000e+00	6.330662e-01
8.308983866681074e-07	1.600000e+00	6.330596e-01
8.318749491681075e-07	1.600000e+00	6.330529e-01
8.328515116681075e-07	1.600000e+00	6.330462e-01
8.338280741681075e-07	1.600000e+00	6.330395e-01
8.348046366681075e-07	1.600000e+00	6.330329e-01
8.357811991681076e-07	1.600000e+00	6.330262e-01
8.367577616681076e-07	1.600000e+00	6.330195e-01
8.377343241681076e-07	1.600000e+00	6.330128e-01
8.387108866681076e-07	1.600000e+00	6.330062e-01
8.396874491681076e-07	1.600000e+00	6.329995e-01
8.406640116681077e-07	1.600000e+00	6.329928e-01
8.416405741681077e-07	1.600000e+00	6.329861e-01
8.426171366681077e-07	1.600000e+00	6.329795e-01
8.435936991681077e-07	1.600000e+00	6.329728e-01
8.445702616681078e-07	1.600000e+00	6.329661e-01
8.455468241681078e-07	1.600000e+00	6.329595e-01
8.465233866681078e-07	1.600000e+00	6.329528e-01
8.474999491681078e-07	1.600000e+00	6.329461e-01
8.484765116681079e-07	1.600000e+00	6.329395e-01
8.494530741681079e-07	1.600000e+00	6.329328e-01
8.504296366681079e-07	1.600000e+00	6.329261e-01
8.514061991681079e-07	1.600000e+00	6.329194e-01
8.523827616681080e-07	1.600000e+00	6.329128e-01
8.533593241681080e-07	1.600000e+00	6.329061e-01
8.543358866681080e-07	1.600000e+00	6.328995e-01
8.553124491681080e-07	1.600000e+00	6.328928e-01
8.562890116681080e-07	1.600000e+00	6.328861e-01
8.572655741681081e-07	1.600000e+00	6.328795e-01
8.582421366681081e-07	1.600000e+00	6.328728e-01
8.592186991681081e-07	1.600000e+00	6.328661e-01
8.601952616681081e-07	1.600000e+00	6.328595e-01
8.611718241681082e-07	1.600000e+00	6.328529e-01
8.621483866681082e-07	1.600000e+00	6.328462e-01
8.631249491681082e-07	1.600000e+00	6.328395e-01
8.641015116681082e-07	1.600000e+00	6.328328e-01
8.650780741681083e-07	1.600000e+00	6.328262e-01
8.660546366681083e-07	1.600000e+00	6.328195e-01
8.670311991681083e-07	1.600000e+00	6.328129e-01
8.680077616681083e-07	1.600000e+00	6.328062e-01
8.689843241681084e-07	1.600000e+00	6.327996e-01
8.699608866681084e-07	1.600000e+00	6.327929e-01
8.709374491681084e-07	1.600000e+00	6.327863e-01
8.719140116681084e-07	1.600000e+00	6.327796e-01
8.728905741681085e-07	1.600000e+00	6.327730e-01
8.738671366681085e-07	1.600000e+00	6.327663e-01
8.748436991681085e-07	1.600000e+00	6.327596e-01
8.758202616681085e-07	1.600000e+00	6.327530e-01
8.767968241681085e-07	1.600000e+00	6.327463e-01
8.777733866681086e-07	1.600000e+00	6.327397e-01
8.787499491681086e-07	1.600000e+00	6.327330e-01
8.797265116681086e-07	1.600000e+00	6.327264e-01
8.807030741681086e-07	1.600000e+00	6.327198e-01
8.816796366681087e-07	1.600000e+00	6.327131e-01
8.826561991681087e-07	1.600000e+00	6.327065e-01
8.836327616681087e-07	1.600000e+00	6.326998e-01
8.846093241681087e-07	1.600000e+00	6.326932e-01
8.855858866681088e-07	1.600000e+00	6.326865e-01
8.865624491681088e-07	1.600000e+00	6.326799e-01
8.875390116681088e-07	1.600000e+00	6.326732e-01
8.885155741681088e-07	1.600000e+00	6.326666e-01
8.894921366681089e-07	1.600000e+00	6.326599e-01
8.904686991681089e-07	1.600000e+00	6.326533e-01
8.914452616681089e-07	1.600000e+00	6.326466e-01
8.924218241681089e-07	1.600000e+00	6.326400e-01
8.933983866681090e-07	1.600000e+00	6.326333e-01
8.943749491681090e-07	1.600000e+00	6.326267e-01
8.953515116681090e-07	1.600000e+00	6.326200e-01
8.963280741681090e-07	1.600000e+00	6.326134e-01
8.973046366681090e-07	1.600000e+00	6.326068e-01
8.982811991681091e-07	1.600000e+00	6.326001e-01
8.992577616681091e-07	1.600000e+00	6.325935e-01
9.000099999999999e-07	1.600000e+00	6.325884e-01
9.000109999999999e-07	1.440000e+00	6.312013e-01
9.000129999999999e-07	1.120000e+00	6.288418e-01
9.000162176803070e-07	6.051711e-01	6.261487e-01
9.000195351097144e-07	7.438245e-02	6.242661e-01
9.000199999999999e-07	2.359668e-11	6.240534e-01
9.000201517444226e-07	0.000000e+00	6.240402e-01
9.000204552332682e-07	0.000000e+00	6.240242e-01
9.000210622109593e-07	0.000000e+00	6.240025e-01
9.000222761663415e-07	0.000000e+00	6.239604e-01
9.000247040771058e-07	0.000000e+00	6.238762e-01
9.000295598986345e-07	0.000000e+00	6.237081e-01
9.000392715416920e-07	0.000000e+00	6.233719e-01
9.000577858014941e-07	0.000000e+00	6.227306e-01
9.000892401614983e-07	0.000000e+00	6.216420e-01
9.001521488815066e-07	0.000000e+00	6.194750e-01
9.002706345594981e-07	0.000000e+00	6.154441e-01
9.005076059154810e-07	0.000000e+00	6.075829e-01
9.009520979127562e-07	0.000000e+00	5.935213e-01
9.018410819073065e-07	0.000000e+00	5.672640e-01
9.028176444073065e-07	0.000000e+00	5.407478e-01
9.037942069073065e-07	0.000000e+00	5.165782e-01
9.047707694073065e-07	0.000000e+00	4.944466e-01
9.057473319073066e-07	0.000000e+00	4.740561e-01
9.067238944073066e-07	0.000000e+00	4.551697e-01
9.077004569073066e-07	0.000000e+00	4.375952e-01
9.086770194073066e-07	0.000000e+00	4.211749e-01
9.096535819073067e-07	0.000000e+00	4.057770e-01
9.106301444073067e-07	0.000000e+00	3.912912e-01
9.116067069073067e-07	0.000000e+00	3.776235e-01
9.125832694073067e-07	0.000000e+00	3.646936e-01
9.135598319073068e-07	0.000000e+00	3.524323e-01
9.145363944073068e-07	0.000000e+00	3.407792e-01
9.155129569073068e-07	0.000000e+00	3.296820e-01
9.164895194073068e-07	0.000000e+00	3.190943e-01
9.174660819073069e-07	0.000000e+00	3.089753e-01
9.184426444073069e-07	0.000000e+00	2.992889e-01
9.194192069073069e-07	0.000000e+00	2.900027e-01
9.203957694073069e-07	0.000000e+00	2.810878e-01
9.213723319073069e-07	0.000000e+00	2.725182e-01
9.223488944073070e-07	0.000000e+00	2.642705e-01
9.233254569073070e-07	0.000000e+00	2.563236e-01
9.243020194073070e-07	0.000000e+00	2.486582e-01
9.252785819073070e-07	0.000000e+00	2.412568e-01
9.262551444073071e-07	0.000000e+00	2.341035e-01
9.272317069073071e-07	0.000000e+00	2.271837e-01
9.282082694073071e-07	0.000000e+00	2.204841e-01
9.291848319073071e-07	0.000000e+00	2.139923e-01
9.301613944073072e-07	0.000000e+00	2.076970e-01
9.311379569073072e-07	0.000000e+00	2.015880e-01
9.321145194073072e-07	0.000000e+00	1.956554e-01
9.330910819073072e-07	0.000000e+00	1.898904e-01
9.340676444073073e-07	0.000000e+00	1.842848e-01
9.350442069073073e-07	0.000000e+00	1.788309e-01
9.360207694073073e-07	0.000000e+00	1.735216e-01
9.369973319073073e-07	0.000000e+00	1.683502e-01
9.379738944073074e-07	0.000000e+00	1.633105e-01
9.389504569073074e-07	0.000000e+00	1.583969e-01
9.399270194073074e-07	0.000000e+00	1.536039e-01
9.409035819073074e-07	0.000000e+00	1.489266e-01
9.418801444073074e-07	0.000000e+00	1.443602e-01
9.428567069073075e-07	0.000000e+00	1.399003e-01
9.438332694073075e-07	0.000000e+00	1.355430e-01
9.448098319073075e-07	0.000000e+00	1.312842e-01
9.457863944073075e-07	0.000000e+00	1.271205e-01
9.467629569073076e-07	0.000000e+00	1.230484e-01
9.477395194073076e-07	0.000000e+00	1.190649e-01
9.487160819073076e-07	0.000000e+00	1.151671e-01
9.496926444073076e-07	0.000000e+00	1.113521e-01
9.506692069073077e-07	0.000000e+00	1.076176e-01
9.516457694073077e-07	0.000000e+00	1.039610e-01
9.526223319073077e-07	0.000000e+00	1.003803e-01
9.535988944073077e-07	0.000000e+00	9.687346e-02
9.545754569073076e-07	0.000000e+00	9.343863e-02
9.555520194073076e-07	0.000000e+00	9.007414e-02
9.565285819073075e-07	0.000000e+00	8.677848e-02
9.575051444073074e-07	0.000000e+00	8.355033e-02
9.584817069073073e-07	0.000000e+00	8.038851e-02
9.594582694073072e-07	0.000000e+00	7.729200e-02
9.604348319073072e-07	0.000000e+00	7.425994e-02
9.614113944073071e-07	0.000000e+00	7.129169e-02
9.623879569073070e-07	0.000000e+00	6.838673e-02
9.633645194073069e-07	0.000000e+00	6.554475e-02
9.643410819073068e-07	0.000000e+00	6.276560e-02
9.653176444073067e-07	0.000000e+00	6.004930e-02
